datetime,temp,feelslike,humidity,windspeed
2023-06-24,19.1,19.1,66.8,11.3
2023-06-25,19.0,19.0,67.9,22.3
2023-06-26,19.1,19.1,69.4,18.3
2023-06-27,19.5,19.5,68.2,11.0
2023-06-28,19.1,19.1,70.1,18.4
2023-06-29,19.5,19.5,70.3,15.7
2023-06-30,19.1,19.1,76.4,20.1
2023-07-01,20.4,20.4,74.0,15.4
2023-07-02,20.1,20.1,76.1,20.9
2023-07-03,19.2,19.2,78.4,10.5
2023-07-04,19.2,19.2,72.4,10.6
2023-07-05,19.4,19.4,69.7,13.7
2023-07-06,19.2,19.2,71.6,17.0
2023-07-07,19.7,19.7,68.0,17.3
2023-07-08,20.0,20.0,69.3,11.6
2023-07-09,20.3,20.3,69.0,18.5
2023-07-10,21.2,21.3,65.5,12.6
2023-07-11,22.0,22.0,64.5,14.2
2023-07-12,23.8,23.4,51.5,10.4
2023-07-13,23.9,23.6,53.6,20.5
2023-07-14,23.9,23.7,56.9,8.9
2023-07-15,22.7,22.8,67.7,15.6
2023-07-16,23.3,23.5,69.6,14.1
2023-07-17,24.0,24.2,70.0,20.1
2023-07-18,23.9,24.1,67.4,11.3
2023-07-19,24.3,24.2,62.0,13.5
2023-07-20,24.6,24.6,61.9,12.8
2023-07-21,23.1,23.2,68.6,10.3
2023-07-22,22.6,22.7,71.5,11.6
2023-07-23,22.8,22.9,73.2,14.8
2023-07-24,24.0,24.3,69.8,17.3
2023-07-25,24.9,25.2,66.1,12.4
2023-07-26,26.1,26.3,59.2,12.0
2023-07-27,25.8,25.9,60.1,16.1
2023-07-28,24.3,24.7,70.7,19.3
2023-07-29,24.8,25.2,68.7,19.7
2023-07-30,24.8,25.2,69.7,12.3
2023-07-31,26.0,26.3,66.7,9.7
2023-08-01,25.2,25.5,66.8,20.1
2023-08-02,24.0,24.1,61.4,20.1
2023-08-03,22.6,22.7,63.9,20.9
2023-08-04,22.7,22.8,67.4,19.7
2023-08-05,23.4,23.6,70.3,14.4
2023-08-06,23.5,23.7,71.8,16.7
2023-08-07,23.9,23.9,67.7,10.4
2023-08-08,23.8,23.7,65.8,15.8
2023-08-09,22.8,22.9,74.1,11.3
2023-08-10,22.8,22.8,70.9,15.6
2023-08-11,22.4,22.4,73.4,18.5
2023-08-12,23.1,23.1,72.1,21.0
2023-08-13,22.8,22.9,74.9,15.2
2023-08-14,22.3,22.3,77.7,14.2
2023-08-15,22.5,22.5,76.1,17.7
2023-08-16,23.5,23.6,70.1,18.7
2023-08-17,22.2,22.3,74.2,22.7
2023-08-18,22.2,22.2,69.8,10.4
2023-08-19,22.4,22.4,68.4,8.9
2023-08-20,23.2,23.2,83.9,12.8
2023-08-21,22.0,22.0,74.5,18.2
2023-08-22,22.9,23.0,69.9,21.1
2023-08-23,23.2,23.3,69.6,24.5
2023-08-24,21.6,21.6,76.1,16.1
2023-08-25,21.6,21.6,73.0,15.9
2023-08-26,22.9,22.9,66.8,11.6
2023-08-27,24.3,24.1,61.1,14.5
2023-08-28,26.2,26.1,55.5,12.5
2023-08-29,26.3,26.2,57.7,15.6
2023-08-30,26.0,26.1,58.8,7.6
2023-08-31,23.8,24.1,73.7,10.2
2023-09-01,24.0,24.2,68.1,12.8
2023-09-02,23.0,23.0,79.2,10.7
2023-09-03,22.9,22.9,64.5,18.5
2023-09-04,21.7,21.7,70.0,13.0
2023-09-05,21.3,21.3,74.9,10.3
2023-09-06,22.7,22.7,66.8,14.8
2023-09-07,22.2,22.2,72.7,16.4
2023-09-08,24.3,24.2,66.8,11.8
2023-09-09,25.6,25.7,59.6,19.9
2023-09-10,26.4,26.5,55.3,22.1
2023-09-11,24.5,24.7,64.9,12.2
2023-09-12,22.8,22.8,71.0,11.9
2023-09-13,21.6,21.6,72.5,11.2
2023-09-14,21.3,21.3,72.3,14.5
2023-09-15,21.0,21.0,74.8,12.1
2023-09-16,20.3,20.3,78.4,9.0
2023-09-17,20.6,20.6,78.7,12.6
2023-09-18,20.9,20.9,70.3,19.3
2023-09-19,20.5,20.5,75.5,13.2
2023-09-20,20.7,20.7,70.6,12.6
2023-09-21,20.0,20.0,72.0,18.9
2023-09-22,19.3,19.3,70.0,10.5
2023-09-23,20.0,20.0,72.8,10.6
2023-09-24,20.2,20.2,75.7,17.9
2023-09-25,19.4,19.4,75.6,12.8
2023-09-26,20.8,20.8,67.6,11.2
2023-09-27,21.0,21.0,71.6,7.9
2023-09-28,20.7,20.7,75.2,13.9
2023-09-29,20.2,20.2,70.7,9.9
2023-09-30,18.9,18.9,74.0,13.3
2023-10-01,17.8,17.8,63.1,10.6
2023-10-02,17.6,17.6,67.8,12.0
2023-10-03,20.5,20.5,66.3,20.9
2023-10-04,22.9,22.6,55.1,12.3
2023-10-05,24.8,24.4,48.3,12.3
2023-10-06,24.7,24.3,50.2,11.7
2023-10-07,22.9,22.9,64.7,9.7
2023-10-08,20.9,20.9,75.8,11.1
2023-10-09,19.4,19.4,81.5,14.3
2023-10-10,19.4,19.4,77.3,10.1
2023-10-11,20.3,20.3,66.4,14.3
2023-10-12,20.3,20.3,61.9,18.5
2023-10-13,20.2,20.2,70.9,8.4
2023-10-14,20.2,20.2,70.4,9.8
2023-10-15,22.2,21.9,53.7,11.3
2023-10-16,21.5,21.5,60.9,11.3
2023-10-17,20.9,20.9,76.0,7.7
2023-10-18,20.6,20.6,78.3,15.0
2023-10-19,20.7,20.7,77.0,9.6
2023-10-20,21.9,22.0,70.2,9.0
2023-10-21,21.2,21.2,65.7,23.7
2023-10-22,19.1,19.1,75.3,9.4
2023-10-23,19.9,19.9,69.6,10.8
2023-10-24,19.2,19.2,76.1,11.3
2023-10-25,19.5,19.5,73.6,11.1
2023-10-26,19.1,19.1,71.7,17.5
2023-10-27,18.0,18.0,72.3,14.0
2023-10-28,17.5,17.5,70.7,8.6
2023-10-29,19.0,19.0,42.9,6.0
2023-10-30,18.3,18.3,27.9,4.4
2023-10-31,20.0,19.7,19.9,11.9
2023-11-01,21.7,21.3,16.4,8.0
2023-11-02,20.7,20.5,27.6,7.6
2023-11-03,18.9,18.9,48.8,8.5
2023-11-04,18.1,18.1,67.7,9.5
2023-11-05,18.3,18.3,69.1,11.1
2023-11-06,18.0,18.0,76.5,9.3
2023-11-07,18.9,18.9,64.7,12.0
2023-11-08,19.0,19.0,39.2,22.1
2023-11-09,18.3,18.3,28.3,7.6
2023-11-10,16.9,16.9,34.1,9.1
2023-11-11,17.6,17.6,34.0,11.5
2023-11-12,19.9,19.7,24.1,7.9
2023-11-13,17.8,17.8,43.7,7.3
2023-11-14,17.6,17.6,44.5,12.0
2023-11-15,16.1,16.1,64.2,11.7
2023-11-16,18.2,18.2,78.3,11.2
2023-11-17,18.1,18.1,75.0,11.4
2023-11-18,18.5,18.5,79.8,9.0
2023-11-19,18.2,18.2,53.2,17.1
2023-11-20,16.6,16.6,40.9,7.7
2023-11-21,18.6,18.6,30.1,5.6
2023-11-22,19.6,19.5,27.6,8.8
2023-11-23,17.5,17.5,55.1,11.2
2023-11-24,16.8,16.8,69.8,15.6
2023-11-25,15.8,15.8,61.4,8.2
2023-11-26,15.3,15.3,35.6,8.8
2023-11-27,16.1,16.1,31.7,6.6
2023-11-28,16.0,16.0,38.7,8.1
2023-11-29,14.6,14.6,60.9,15.6
2023-11-30,14.6,14.6,75.8,11.5
2023-12-01,16.0,16.0,41.9,21.9
2023-12-02,14.3,14.3,60.3,11.0
2023-12-03,14.4,14.4,68.2,7.8
2023-12-04,16.5,16.5,60.8,7.1
2023-12-05,19.2,19.1,43.3,11.8
2023-12-06,17.2,17.2,59.0,8.4
2023-12-07,16.2,16.2,63.3,17.5
2023-12-08,14.7,14.7,61.1,9.7
2023-12-09,15.3,15.3,35.4,4.3
2023-12-10,16.3,16.3,24.4,8.3
2023-12-11,16.2,16.2,32.9,7.2
2023-12-12,14.2,14.2,70.4,8.9
2023-12-13,15.3,15.3,72.7,11.1
2023-12-14,15.8,15.8,50.5,6.4
2023-12-15,18.0,18.0,26.0,8.2
2023-12-16,18.1,18.1,28.0,11.2
2023-12-17,18.7,18.7,30.2,6.5
2023-12-18,18.2,18.2,49.5,9.6
2023-12-19,16.8,16.8,76.4,7.5
2023-12-20,16.4,16.4,91.4,12.4
2023-12-21,16.6,16.6,85.1,16.9
2023-12-22,16.8,16.8,70.4,20.6
2023-12-23,15.1,15.1,80.8,10.5
2023-12-24,15.1,15.1,76.9,9.3
2023-12-25,14.2,14.2,74.3,7.5
2023-12-26,14.9,14.9,78.4,10.8
2023-12-27,14.5,14.5,81.3,11.0
2023-12-28,14.3,14.3,80.2,7.3
2023-12-29,14.3,14.3,81.2,9.3
2023-12-30,14.5,14.5,83.6,12.5
2023-12-31,13.6,13.6,77.8,9.4
